DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,GADM Admin Units,Entry Date,Last Update
2024-9197-ZWE,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:DR-2024-000066|GLIDE:DR-2024-000069,,ZWE,Zimbabwe,Sub-Saharan Africa,Africa,,El NIno,Food shortage|Water shortage,No,No,Yes,,,Km2,,,,2024,4,,2024,,,,,7600000,,7600000,,,,,500000,500000,100,,,2024-04-05,2025-02-21
2020-9570-NER,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,NER,Niger,Sub-Saharan Africa,Africa,"Diffa, Tahoua, Zinder, Maradi, Agadez, Tillabéri regions",,Food shortage,No,No,No,,,Km2,,,,2020,,,2020,12,23,,,3700000,,3700000,,,,,,,82.50568385,"[{""adm1_code"":2202,""adm1_name"":""Agadez""},{""adm1_code"":2203,""adm1_name"":""Diffa""},{""adm1_code"":2205,""adm1_name"":""Maradi""},{""adm1_code"":2207,""adm1_name"":""Tahoua""},{""adm1_code"":2208,""adm1_name"":""Tillaberi""},{""adm1_code"":2209,""adm1_name"":""Zinder""}]","[{""gid_1"":""NER.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Agadez""},{""gid_1"":""NER.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Diffa""},{""gid_1"":""NER.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Maradi""},{""gid_1"":""NER.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Tahoua""},{""gid_1"":""NER.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Tillabéry""},{""gid_1"":""NER.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Zinder""}]",2020-12-23,2025-12-20
2020-9609-SOM,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:DR-2021-000054|GLIDE:DR-2021-000111,,SOM,Somalia,Sub-Saharan Africa,Africa,"Gedo; Las Anod / Hudun and Taleb (Sool), Eilafwen (Sanaag), Odwein and Ainabo (Togdheer), Luqbaya / Zeila (Awdal) Somaliland state; Goldogo (Mudug); Ishkushuban (Bari), Puntland state; Nugaal; Galmudug, Jubaland, Puntland and South West states",,Famine,Yes,No,Yes,,,Km2,,,,2021,3,,2022,12,,,,7100000,,7100000,,,,,993000,1149550,86.38165694,"[{""adm1_code"":2689,""adm1_name"":""Bakool""},{""adm1_code"":2690,""adm1_name"":""Bari""},{""adm1_code"":2691,""adm1_name"":""Bay""},{""adm1_code"":2693,""adm1_name"":""Galgaduud""},{""adm1_code"":2694,""adm1_name"":""Gedo""},{""adm1_code"":2696,""adm1_name"":""Juba Hoose""},{""adm1_code"":2697,""adm1_name"":""Shabelle Hoose""},{""adm1_code"":2698,""adm1_name"":""Juba Dhexe""},{""adm1_code"":2700,""adm1_name"":""Mudug""},{""adm1_code"":2701,""adm1_name"":""Nugaal""},{""adm2_code"":25655,""adm2_name"":""Lughaye""},{""adm2_code"":25656,""adm2_name"":""Zeylac""},{""adm2_code"":25713,""adm2_name"":""Laasqoray""},{""adm2_code"":25714,""adm2_name"":""Ceel Afweyn""},{""adm2_code"":25715,""adm2_name"":""Ceerigaabo""},{""adm2_code"":25716,""adm2_name"":""Caynabo""},{""adm2_code"":25717,""adm2_name"":""Laas Caanood""},{""adm2_code"":25721,""adm2_name"":""Buuhoodle""}]","[{""gid_1"":""SOM.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Jubbada Hoose""},{""gid_1"":""SOM.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Mudug""},{""gid_1"":""SOM.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Nugaal""},{""gid_1"":""SOM.15_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Shabeellaha Hoose""},{""gid_1"":""SOM.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Bakool""},{""gid_1"":""SOM.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Bari""},{""gid_1"":""SOM.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Bay""},{""gid_1"":""SOM.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Galguduud""},{""gid_1"":""SOM.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Gedo""},{""gid_1"":""SOM.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Jubbada Dhexe""},{""gid_2"":""SOM.1.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Lughaya""},{""gid_2"":""SOM.1.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Zeylac""},{""gid_2"":""SOM.13.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Badhan""},{""gid_2"":""SOM.13.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ceel-Afwein""},{""gid_2"":""SOM.13.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ceerigaabo""},{""gid_2"":""SOM.16.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Caynabo""},{""gid_2"":""SOM.16.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Lascaanod""},{""gid_2"":""SOM.17.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Buuhoodle""}]",2021-03-16,2025-12-20
2021-9546-ETH,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:DR-2021-000121,,ETH,Ethiopia,Sub-Saharan Africa,Africa,"Tigray, Afar and Amhara",,Food shortage,Yes,No,No,,,Km2,,,,2021,5,,2022,2,,,,6800000,,6800000,,,,,,,86.38165694,"[{""adm1_code"":1228,""adm1_name"":""Afar""},{""adm1_code"":1229,""adm1_name"":""Amhara""},{""adm1_code"":1237,""adm1_name"":""Tigray""}]","[{""gid_1"":""ETH.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Tigray""},{""gid_1"":""ETH.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Afar""},{""gid_1"":""ETH.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Amhara""}]",2021-08-27,2025-12-20
2022-9370-DJI,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:DR-2022-000238,,DJI,Djibouti,Sub-Saharan Africa,Africa,"Ali Sabieh, Arta, Dikhil, Obock and Tadjoura",Ongoing drought and compounding regional and international shocks,Food shortage,No,No,No,,,Km2,,,,2022,6,,2022,7,,,,192168,,192168,,,,,,,93.29460735,"[{""adm1_code"":1093,""adm1_name"":""Ali Sabieh""},{""adm1_code"":1094,""adm1_name"":""Dikhil""},{""adm1_code"":1096,""adm1_name"":""Obock""},{""adm1_code"":1097,""adm1_name"":""Tadjourah""}]","[{""gid_1"":""DJI.1_2"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Ali Sabieh""},{""gid_1"":""DJI.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Dikhil""},{""gid_1"":""DJI.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Obock""},{""gid_1"":""DJI.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Tadjoura""},{""gid_1"":""DJI.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Arta""}]",2022-06-29,2025-12-20
2000-9309-MDG,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,MDG,Madagascar,Sub-Saharan Africa,Africa,"Ambovombe-Androy, Bekily, Beloha, Tsihombe districts (Androy province), Amboasary-Atsimo ditrict (Anosy province), Ampanihy Ouest district (Atsimo Andrefana province), Ambatatondraza, Amparafaravola, Andilamena, district (Alaotra Mangoro province), Vatomandry, Marolambo, Antanambao Manamposty districts (Atsinanana province), Antsirabe I, Antsirable II, Faratsiho, Antanifotsy, Betafo districts (Vakinankaratra province)",,,No,No,No,420,,Km2,,,,2000,6,,2000,,,,,231290,,231290,,,,,,,54.89515197,"[{""adm2_code"":154509,""adm2_name"":""Ambatondrazaka""},{""adm2_code"":154510,""adm2_name"":""Amparafaravola""},{""adm2_code"":154511,""adm2_name"":""Andilamena""},{""adm2_code"":154531,""adm2_name"":""Ambovombe-Androy""},{""adm2_code"":154532,""adm2_name"":""Bekily""},{""adm2_code"":154533,""adm2_name"":""Beloha""},{""adm2_code"":154534,""adm2_name"":""Tsihombe""},{""adm2_code"":154535,""adm2_name"":""Amboasary-Atsimo""},{""adm2_code"":154538,""adm2_name"":""Ampanihy Ouest""},{""adm2_code"":154552,""adm2_name"":""Antanambao Manampontsy""},{""adm2_code"":154555,""adm2_name"":""Marolambo""},{""adm2_code"":154558,""adm2_name"":""Vatomandry""},{""adm2_code"":123868,""adm2_name"":""Betafo""},{""adm2_code"":154607,""adm2_name"":""Antanifotsy""},{""adm2_code"":154608,""adm2_name"":""Antsirabe I""},{""adm2_code"":154609,""adm2_name"":""Antsirabe II""},{""adm2_code"":154610,""adm2_name"":""Faratsiho""}]","[{""gid_1"":""MDG.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""within2_1"",""name_1"":""Toamasina""},{""gid_1"":""MDG.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""within2_1"",""name_1"":""Toamasina""},{""gid_1"":""MDG.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""within2_1"",""name_1"":""Toliary""},{""gid_2"":""MDG.1.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""bufhaus2"",""name_2"":""Vakinankaratra""},{""gid_2"":""MDG.1.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""bufhaus2"",""name_2"":""Vakinankaratra""},{""gid_2"":""MDG.1.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""bufhaus2"",""name_2"":""Vakinankaratra""},{""gid_2"":""MDG.1.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""bufhaus2"",""name_2"":""Vakinankaratra""},{""gid_2"":""MDG.1.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""bufhaus2"",""name_2"":""Vakinankaratra""}]",2008-01-03,2025-12-20
2001-9044-BFA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,BFA,Burkina Faso,Sub-Saharan Africa,Africa,Plateau Central province,,,No,No,No,,,Km2,,,,2001,4,,2001,,,,,,,,,,,,,,56.44657635,"[{""adm1_code"":40286,""adm1_name"":""Plateau Central""}]","[{""gid_1"":""BFA.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Plateau-Central""}]",2006-10-26,2025-12-20
2001-9044-NER,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,NER,Niger,Sub-Saharan Africa,Africa,"Ibanka, Rouafi I, Rouafi II, Chinagamane villages (Filingue district, Tillaberi province), Sabara I (Dogondoutchi district, Dosso province), Sabara II (Niamey province), Ayawa (Ouallam district, Tillaberi province), Kabefo (Tillaberi district, Tillaberi province), Dinkihmi villages (not found).",,Famine,No,No,Yes,,,Km2,,,,2001,4,,2002,,,,,3584558,,3584558,,,,,,,56.44657635,"[{""adm1_code"":2204,""adm1_name"":""Dosso""},{""adm1_code"":2206,""adm1_name"":""Niamey""},{""adm1_code"":2208,""adm1_name"":""Tillaberi""}]","[{""gid_1"":""NER.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Dosso""},{""gid_1"":""NER.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""bufhaus1"",""name_1"":""Niamey""},{""gid_1"":""NER.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Tillabéry""}]",2006-10-26,2025-12-20
2001-9048-MOZ,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,MOZ,Mozambique,Sub-Saharan Africa,Africa,Inhambane province,,,No,No,No,,,Km2,,,,2001,1,,2001,,,,,100000,,100000,,,,,,,56.44657635,"[{""adm1_code"":2114,""adm1_name"":""Inhambane""}]","[{""gid_1"":""MOZ.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Inhambane""}]",2006-02-27,2025-12-20
2001-9409-MRT,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,MRT,Mauritania,Sub-Saharan Africa,Africa,"Assaba, Brakna, Gorgol, Tagant, Nouackchott, Inchiri, Adrar, Hodh el Gharbi, Hodh ech Chargi, Tiris-Zemmour, Dakhlet-Nouadhibou provinces",,Food shortage,No,Yes,No,417,,Km2,,,,2001,4,,2003,,,,,1000000,,1000000,,,,,,,56.44657635,"[{""adm1_code"":2004,""adm1_name"":""Adrar""},{""adm1_code"":2005,""adm1_name"":""Assaba""},{""adm1_code"":2006,""adm1_name"":""Brakna""},{""adm1_code"":2007,""adm1_name"":""Dakhlet-Nouadhibou""},{""adm1_code"":2008,""adm1_name"":""Gorgol""},{""adm1_code"":2010,""adm1_name"":""Hodh Ech Chargi""},{""adm1_code"":2011,""adm1_name"":""Hodh El Gharbi""},{""adm1_code"":2012,""adm1_name"":""Inchiri""},{""adm1_code"":2013,""adm1_name"":""Nouakchott""},{""adm1_code"":2014,""adm1_name"":""Tagant""},{""adm1_code"":2015,""adm1_name"":""Tiris-Zemmour""}]","[{""gid_1"":""MRT.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""bufhaus1"",""name_1"":""Nouakchott""},{""gid_1"":""MRT.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Tagant""},{""gid_1"":""MRT.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Tiris Zemmour""},{""gid_1"":""MRT.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Adrar""},{""gid_1"":""MRT.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Assaba""},{""gid_1"":""MRT.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Brakna""},{""gid_1"":""MRT.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Dakhlet Nouadhibou""},{""gid_1"":""MRT.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Gorgol""},{""gid_1"":""MRT.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Hodh ech Chargui""},{""gid_1"":""MRT.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Hodh el Gharbi""},{""gid_1"":""MRT.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Inchiri""}]",2008-01-03,2025-12-20
2001-9854-NAM,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,NAM,Namibia,Sub-Saharan Africa,Africa,"Otjovanatje, Otjorute, Okapundja, Otjekwa, Okaurukwa locations (Ruacana district, Omusati province)",,,No,No,No,,,Km2,,,,2001,1,,2001,,,,,,,,,,,,,,56.44657635,"[{""adm2_code"":22320,""adm2_name"":""Ruacana""}]","[{""gid_2"":""NAM.9.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ruacana""}]",2006-02-27,2025-12-20
2002-9333-LSO,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,LSO,Lesotho,Sub-Saharan Africa,Africa,"Qacha's Nek, Quthing, Mohale's Hoek provinces",,Famine|Food shortage,No,No,No,,,Km2,,,,2002,4,,2003,,,,,500000,,500000,,,,,,,57.34184015,"[{""adm1_code"":1808,""adm1_name"":""Mohale's Hoek""},{""adm1_code"":1810,""adm1_name"":""Qacha's Nek""},{""adm1_code"":1811,""adm1_name"":""Quthing""}]","[{""gid_1"":""LSO.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Mohale's Hoek""},{""gid_1"":""LSO.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Qacha's Nek""},{""gid_1"":""LSO.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Quthing""}]",2006-02-22,2025-12-20
2002-9707-MDG,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,MDG,Madagascar,Sub-Saharan Africa,Africa,"Amoron I Mania, Androy, Anosy, Atsimo Andrefana, Atsimo Atsinanana, Haute Matsiatra, Ihorombe, Menabe, Vatovavy Fitovinany provinces (South regions)",,Famine,No,No,No,,,Km2,,,,2002,11,,2004,,,,,600000,,600000,,,,,,,57.34184015,"[{""adm1_code"":41751,""adm1_name"":""Amoron I Mania""},{""adm1_code"":41754,""adm1_name"":""Androy""},{""adm1_code"":41755,""adm1_name"":""Anosy""},{""adm1_code"":41756,""adm1_name"":""Atsimo Andrefana""},{""adm1_code"":41757,""adm1_name"":""Atsimo Atsinanana""},{""adm1_code"":41763,""adm1_name"":""Haute Matsiatra""},{""adm1_code"":41764,""adm1_name"":""Ihorombe""},{""adm1_code"":41767,""adm1_name"":""Menabe""},{""adm1_code"":41771,""adm1_name"":""Vatovavy Fitovinany""}]","[{""gid_2"":""MDG.3.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Amoron'i mania""},{""gid_2"":""MDG.3.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Atsimo-Atsinana""},{""gid_2"":""MDG.3.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Haute matsiatra""},{""gid_2"":""MDG.3.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Ihorombe""},{""gid_2"":""MDG.3.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Vatovavy Fitovinany""},{""gid_2"":""MDG.6.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Androy""},{""gid_2"":""MDG.6.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Anosy""},{""gid_2"":""MDG.6.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Atsimo-Andrefana""},{""gid_2"":""MDG.6.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Menabe""}]",2006-02-22,2025-12-20
2003-9651-RWA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,RWA,Rwanda,Sub-Saharan Africa,Africa,"Gatsibo, Nyagatare, Bugesera district (East/Iburasirazuba province), Kibungo city (Ngoma district, East/Iburasirazuba province), Gisagara, Huye, Nyanza, Nyamagabe, Nyaruguru, Kamonyi, Muhanga, Ruhango districts (South/Amajyepfo province)",,,No,No,No,,,Km2,,,,2003,3,,2007,,,,,1000000,,1000000,,,,,,,58.64355298,"[{""adm2_code"":21974,""adm2_name"":""Bugesera""},{""adm2_code"":21978,""adm2_name"":""Gatsibo""},{""adm2_code"":21989,""adm2_name"":""Ngoma""},{""adm2_code"":21992,""adm2_name"":""Nyagatare""},{""adm2_code"":21980,""adm2_name"":""Gisagara""},{""adm2_code"":21981,""adm2_name"":""Huye""},{""adm2_code"":21982,""adm2_name"":""Kamonyi""},{""adm2_code"":21987,""adm2_name"":""Muhanga""},{""adm2_code"":21993,""adm2_name"":""Nyamagabe""},{""adm2_code"":21995,""adm2_name"":""Nyanza""},{""adm2_code"":21997,""adm2_name"":""Nyaruguru""},{""adm2_code"":21999,""adm2_name"":""Ruhango""}]","[{""gid_2"":""RWA.2.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Gisagara""},{""gid_2"":""RWA.2.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Huye""},{""gid_2"":""RWA.2.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kamonyi""},{""gid_2"":""RWA.2.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Muhanga""},{""gid_2"":""RWA.2.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Nyamagabe""},{""gid_2"":""RWA.2.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Nyanza""},{""gid_2"":""RWA.2.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Nyaruguru""},{""gid_2"":""RWA.2.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ruhango""},{""gid_2"":""RWA.3.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Bugesera""},{""gid_2"":""RWA.3.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Gatsibo""},{""gid_2"":""RWA.3.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ngoma""},{""gid_2"":""RWA.3.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Nyagatare""}]",2007-09-06,2025-12-20
2005-9067-BDI,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,BDI,Burundi,Sub-Saharan Africa,Africa,"Busoni, Bugabira, Ntega, Kirundo districts (Kirundo province), Ruyigi, Cankuzo, Rutana, Muyinga provinces","Lack of rain, prolonged dry season",Crop failure|Famine,No,Yes,Yes,,,Km2,,,,2005,1,,2006,1,,120,,2150000,,2150000,,,,,,,62.25647853,"[{""adm1_code"":40546,""adm1_name"":""Cankuzo""},{""adm1_code"":40554,""adm1_name"":""Muyinga""},{""adm1_code"":40557,""adm1_name"":""Rutana""},{""adm1_code"":40558,""adm1_name"":""Ruyigi""},{""adm2_code"":40638,""adm2_name"":""Bugabira""},{""adm2_code"":40639,""adm2_name"":""Busoni""},{""adm2_code"":40642,""adm2_name"":""Kirundo""},{""adm2_code"":40643,""adm2_name"":""Ntega""}]","[{""gid_1"":""BDI.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Muyinga""},{""gid_1"":""BDI.16_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Rutana""},{""gid_1"":""BDI.17_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Ruyigi""},{""gid_1"":""BDI.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Cankuzo""},{""gid_2"":""BDI.10.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Bugabira""},{""gid_2"":""BDI.10.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Busoni""},{""gid_2"":""BDI.10.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kirundo""},{""gid_2"":""BDI.10.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ntega""}]",2006-02-25,2025-12-20
2005-9163-UGA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,UGA,Uganda,Sub-Saharan Africa,Africa,"Rupa, Nadunget subcounties (Moroto province); Nyakwae subcounty (Abim province); Kalapata city (Dodoth district, Kaabong province) (Karamoja region)",,,No,No,No,,,Km2,,,,2005,3,,2006,3,,,,600000,,600000,,,,,,,62.25647853,"[{""adm1_code"":743,""adm1_name"":""Abim""},{""adm1_code"":765,""adm1_name"":""Kotido""},{""adm1_code"":772,""adm1_name"":""Moroto""},{""adm2_code"":28453,""adm2_name"":""Dodoth""}]","[{""gid_2"":""UGA.28.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Dodoth""},{""gid_2"":""UGA.28.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Jie""},{""gid_2"":""UGA.28.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Labwor""},{""gid_2"":""UGA.40.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Matheniko""},{""gid_2"":""UGA.40.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Moroto""}]",2006-03-09,2025-12-20
